qvalues
2.9901476
5.377413
4.764282700000001
5.5203648
7.775753
6.1578245
9.074865
4.276781
6.2894983
8.093133
7.971786
9.281637
8.004565
9.784543
9.666619
9.40035
8.589899
9.011901
10.087225
9.410861
9.243092
11.004967
11.650003
12.309379
18.047283
12.835714
18.325163
10.188215
10.155743
13.212307
10.532674
11.521714
10.519471
12.681417
14.284818
14.918631
13.329851
18.360687
14.846406
14.539969
13.385822
12.775634
19.34211
13.980274
20.149904
15.827491
21.721697
17.670876999999994
17.190018
17.968779
17.348914999999998
17.073671
16.867567
18.926294
22.276915
18.942585
21.452505
19.355015
18.995335
17.272264
18.837988
19.888802
20.191774
23.552828
20.583887
24.668613
17.694885
20.561563
19.657839000000006
24.644170000000006
22.466022
21.538324
21.44265
21.015072
22.150536
18.202574
21.249605
21.205517
21.510626
20.417889
16.975077
19.074858
18.86498
15.250089
12.498403
21.78804
12.100874
15.321332
14.5369215
15.805084
15.905419
14.124067000000002
10.192006
16.499813
15.716238
16.708464000000006
18.76298
14.952806
18.125868
15.020865
13.486320499999998
10.776717
15.402786
16.269697
15.491539
7.0421352
9.580238
13.968917
14.642029999999998
15.263782
6.899416
14.910568
13.876307
13.155546
10.339842
14.985288
12.756979
14.610022
16.026176
15.149695
14.08274
14.230076
11.976798
10.24759
9.440101
12.53988
15.111904999999998
12.725362
12.1121025
12.788756
10.555607
8.41432
9.212243
15.559507
9.371566
14.763115
13.224734
10.41911
11.989937
12.089156
6.683367999999999
6.750313
4.088157
7.208325
5.340268
10.543202
4.3151755
10.310976
3.4929473
3.9591303
7.3839355
5.1278086
10.485887
1.5863341
6.125821
10.596507
5.658728
5.0619073
3.7077928
10.341892
11.278129
8.968368
9.598387
11.011692
5.115508
8.349416
3.0761452
5.5891495
9.912699
7.7407565
9.210589
7.713407000000001
12.213221
7.944278999999999
11.639704
9.347268
7.336452
6.5876884
9.8509
8.325501
8.733716000000001
11.072593
9.477164
9.442351
11.290896
10.956823
12.897544
12.072183
11.028914
12.699862
4.316269
11.447313
9.123141
10.848933
12.053749
11.522041
11.095356
12.006608
11.899898
12.46905
6.687811
10.79078
6.8753457
7.506728999999999
8.953334
12.942159
13.304906
10.853107
12.753018
9.387287
5.5481095
11.018315
11.044538
0.14556849
12.880026
8.631164
8.5738735
4.0545597
10.070761
10.923469
12.692008
5.766764
12.418693
10.923819
7.553514999999999
-0.7585848000000001
4.6603956
